invoice_id,branch,city,customer_type,gender,category,cogs,sale,date,time,payment_method,review,gross_margin,month,day_of_week,hour
586-25-0848,A,Nueva York,Normal,Female,Sports and travel,86.38,90.699,2019-03-04,11:19:00,Credit card,6.7,4.319000000000003,March,Monday,11
895-66-0685,B,Chicago,Member,Male,Food and beverages,54.24,56.952,2019-03-05,19:46:00,Ewallet,8.0,2.711999999999996,March,Tuesday,19
305-14-0245,B,Chicago,Member,Female,Home and lifestyle,755.92,793.716,2019-03-03,19:00:00,Ewallet,7.5,37.79600000000005,March,Sunday,19
732-04-5373,B,Chicago,Member,Male,Home and lifestyle,185.88,195.174,2019-02-08,10:53:00,Cash,7.0,9.294000000000011,February,Friday,10
400-60-7251,A,Nueva York,Normal,Male,Home and lifestyle,74.07,77.7735,2019-02-10,12:50:00,Ewallet,9.9,3.7035000000000053,February,Sunday,12
593-65-1552,C,Houston,Normal,Female,Home and lifestyle,279.24,293.202,2019-01-28,20:50:00,Credit card,5.9,13.961999999999989,January,Monday,20
284-34-9626,B,Chicago,Normal,Female,Home and lifestyle,231.12,242.676,2019-02-11,10:39:00,Credit card,7.2,11.555999999999983,February,Monday,10
437-58-8131,B,Chicago,Normal,Female,Fashion accessories,147.04,154.392,2019-01-15,13:41:00,Ewallet,4.6,7.352000000000004,January,Tuesday,13
286-43-6208,C,Houston,Normal,Female,Food and beverages,790.2,829.71,2019-03-16,19:08:00,Cash,9.2,39.50999999999999,March,Saturday,19
641-43-2399,B,Chicago,Normal,Male,Home and lifestyle,102.2,107.31,2019-01-26,20:23:00,Ewallet,5.7,5.109999999999999,January,Saturday,20
831-07-6050,A,Nueva York,Normal,Male,Electronic accessories,163.55,171.7275,2019-03-19,11:30:00,Credit card,9.9,8.17749999999998,March,Tuesday,11
556-86-3144,C,Houston,Member,Female,Fashion accessories,74.29,78.0045,2019-01-13,19:30:00,Cash,5.0,3.714499999999987,January,Sunday,19
848-24-9445,C,Houston,Member,Male,Health and beauty,87.4,91.77,2019-03-26,18:03:00,Cash,4.9,4.36999999999999,March,Tuesday,18
856-22-8149,A,Nueva York,Normal,Female,Home and lifestyle,25.29,26.5545,2019-03-23,10:13:00,Ewallet,6.1,1.2645000000000017,March,Saturday,10
699-01-4164,C,Houston,Normal,Male,Health and beauty,166.0,174.3,2019-03-12,19:58:00,Credit card,8.2,8.300000000000011,March,Tuesday,19
420-11-4919,C,Houston,Member,Female,Food and beverages,356.95,374.7975,2019-02-17,19:57:00,Credit card,5.5,17.847500000000025,February,Sunday,19
606-80-4905,C,Houston,Member,Female,Sports and travel,114.9,120.645,2019-01-29,10:01:00,Credit card,6.8,5.74499999999999,January,Tuesday,10
542-41-0513,B,Chicago,Member,Female,Electronic accessories,229.96,241.458,2019-03-15,11:57:00,Cash,6.6,11.49799999999999,March,Friday,11
426-39-2418,C,Houston,Normal,Male,Electronic accessories,429.87,451.3635,2019-01-14,10:02:00,Cash,9.8,21.493499999999983,January,Monday,10
875-46-5808,B,Chicago,Member,Male,Health and beauty,259.0,271.95,2019-02-06,14:51:00,Ewallet,8.7,12.949999999999989,February,Wednesday,14
394-43-4238,B,Chicago,Member,Male,Home and lifestyle,88.85,93.2925,2019-02-15,12:42:00,Credit card,5.4,4.44250000000001,February,Friday,12
749-24-1565,A,Nueva York,Normal,Female,Health and beauty,207.27,217.6335,2019-01-03,12:02:00,Ewallet,7.9,10.363499999999988,January,Thursday,12
672-51-8681,C,Houston,Member,Female,Electronic accessories,599.85,629.8425,2019-01-04,18:19:00,Credit card,9.7,29.99249999999995,January,Friday,18
263-87-5680,C,Houston,Member,Female,Home and lifestyle,285.3,299.565,2019-03-18,17:38:00,Ewallet,7.8,14.264999999999986,March,Monday,17
573-58-9734,B,Chicago,Normal,Female,Fashion accessories,91.11,95.6655,2019-03-28,13:41:00,Ewallet,5.1,4.555499999999995,March,Thursday,13
817-69-8206,B,Chicago,Normal,Female,Electronic accessories,897.57,942.4485,2019-03-02,19:42:00,Credit card,6.5,44.87849999999992,March,Saturday,19
888-02-0338,A,Nueva York,Normal,Male,Electronic accessories,236.07,247.8735,2019-01-25,20:24:00,Ewallet,5.9,11.803500000000014,January,Friday,20
677-11-0152,C,Houston,Normal,Female,Food and beverages,839.34,881.307,2019-01-16,18:08:00,Cash,8.8,41.966999999999985,January,Wednesday,18
142-63-6033,B,Chicago,Normal,Male,Home and lifestyle,461.8,484.89,2019-03-20,19:17:00,Ewallet,4.9,23.089999999999975,March,Wednesday,19
656-16-1063,B,Chicago,Normal,Male,Sports and travel,139.26,146.223,2019-01-04,13:24:00,Credit card,4.4,6.963000000000022,January,Friday,13
891-58-8335,B,Chicago,Member,Female,Sports and travel,207.27,217.6335,2019-03-11,15:53:00,Cash,6.5,10.363499999999988,March,Monday,15
802-43-8934,A,Nueva York,Normal,Male,Home and lifestyle,18.28,19.194,2019-03-22,15:05:00,Credit card,8.3,0.9139999999999979,March,Friday,15
560-30-5617,B,Chicago,Normal,Female,Sports and travel,123.85,130.0425,2019-03-24,18:27:00,Cash,8.5,6.1924999999999955,March,Sunday,18
319-74-2561,A,Nueva York,Member,Female,Electronic accessories,283.92,298.116,2019-02-21,16:55:00,Cash,5.5,14.19599999999997,February,Thursday,16
549-03-9315,B,Chicago,Normal,Male,Fashion accessories,758.96,796.908,2019-02-12,12:58:00,Ewallet,8.7,37.94799999999998,February,Tuesday,12
790-29-1172,B,Chicago,Normal,Female,Food and beverages,172.02,180.621,2019-03-10,18:59:00,Credit card,7.9,8.600999999999999,March,Sunday,18
239-36-3640,B,Chicago,Normal,Male,Electronic accessories,272.1,285.705,2019-01-31,13:44:00,Ewallet,6.1,13.604999999999961,January,Thursday,13
468-01-2051,B,Chicago,Normal,Male,Food and beverages,434.56,456.288,2019-03-06,13:46:00,Ewallet,5.4,21.72800000000001,March,Wednesday,13
389-25-3394,C,Houston,Normal,Male,Electronic accessories,59.05,62.0025,2019-02-17,18:06:00,Cash,9.4,2.9525000000000006,February,Sunday,18
279-62-1445,C,Houston,Member,Female,Fashion accessories,12.54,13.167,2019-02-21,12:38:00,Cash,8.2,0.6270000000000007,February,Thursday,12
213-72-6612,A,Nueva York,Normal,Male,Food and beverages,86.5,90.825,2019-03-20,15:56:00,Cash,6.2,4.325000000000003,March,Wednesday,15
746-68-6593,C,Houston,Member,Female,Sports and travel,174.32,183.036,2019-01-11,14:29:00,Credit card,9.7,8.716000000000008,January,Friday,14
836-82-5858,B,Chicago,Member,Male,Health and beauty,624.33,655.5465,2019-01-26,19:14:00,Ewallet,4.0,31.216499999999996,January,Saturday,19
583-72-1480,C,Houston,Member,Male,Electronic accessories,148.24,155.652,2019-01-31,16:24:00,Ewallet,9.7,7.411999999999978,January,Thursday,16
466-61-5506,B,Chicago,Member,Female,Electronic accessories,544.2,571.41,2019-02-26,10:52:00,Cash,5.3,27.209999999999923,February,Tuesday,10
721-86-6247,A,Nueva York,Normal,Female,Home and lifestyle,507.36,532.728,2019-03-11,12:55:00,Ewallet,7.4,25.367999999999938,March,Monday,12
289-65-5721,B,Chicago,Normal,Female,Fashion accessories,162.74,170.877,2019-01-26,19:28:00,Cash,6.5,8.137,January,Saturday,19
545-46-3100,B,Chicago,Member,Female,Electronic accessories,31.77,33.3585,2019-03-12,13:52:00,Credit card,8.7,1.5884999999999998,March,Tuesday,13
418-02-5978,B,Chicago,Normal,Female,Health and beauty,756.81,794.6505,2019-02-11,10:54:00,Cash,8.0,37.84050000000002,February,Monday,10
269-04-5750,B,Chicago,Member,Male,Fashion accessories,295.28,310.044,2019-02-21,18:31:00,Cash,6.7,14.76400000000001,February,Thursday,18
157-13-5295,A,Nueva York,Member,Male,Health and beauty,519.4,545.37,2019-03-09,18:24:00,Ewallet,6.5,25.970000000000027,March,Saturday,18
645-78-8093,A,Nueva York,Normal,Female,Sports and travel,186.28,195.594,2019-01-20,18:09:00,Ewallet,4.1,9.313999999999993,January,Sunday,18
211-30-9270,C,Houston,Normal,Male,Health and beauty,87.05,91.4025,2019-01-28,15:16:00,Credit card,4.9,4.352500000000006,January,Monday,15
755-12-3214,C,Houston,Member,Female,Fashion accessories,221.1,232.155,2019-03-05,17:07:00,Credit card,8.6,11.055000000000007,March,Tuesday,17
346-84-3103,B,Chicago,Member,Female,Electronic accessories,66.1,69.405,2019-03-02,19:26:00,Cash,4.3,3.305000000000007,March,Saturday,19
478-06-7835,A,Nueva York,Normal,Male,Fashion accessories,89.69,94.1745,2019-01-11,11:20:00,Ewallet,4.9,4.484499999999997,January,Friday,11
540-11-4336,A,Nueva York,Normal,Male,Food and beverages,224.46,235.683,2019-01-11,16:49:00,Credit card,5.6,11.222999999999985,January,Friday,16
448-81-5016,A,Nueva York,Normal,Male,Health and beauty,119.54,125.517,2019-03-11,12:01:00,Credit card,5.8,5.97699999999999,March,Monday,12
142-72-4741,C,Houston,Member,Male,Fashion accessories,186.4,195.72,2019-02-28,18:37:00,Credit card,6.0,9.319999999999993,February,Thursday,18
217-58-1179,A,Nueva York,Member,Male,Home and lifestyle,250.6,263.13,2019-01-05,11:25:00,Cash,4.2,12.530000000000001,January,Saturday,11
376-02-8238,B,Chicago,Normal,Male,Home and lifestyle,750.96,788.508,2019-02-02,18:42:00,Credit card,8.3,37.548,February,Saturday,18
530-90-9855,A,Nueva York,Member,Male,Home and lifestyle,380.72,399.756,2019-01-01,14:47:00,Cash,5.7,19.035999999999945,January,Tuesday,14
866-05-7563,B,Chicago,Member,Female,Electronic accessories,244.2,256.41,2019-02-09,19:43:00,Cash,4.8,12.210000000000036,February,Saturday,19
604-70-6476,A,Nueva York,Member,Male,Fashion accessories,89.7,94.185,2019-01-23,14:04:00,Ewallet,6.8,4.484999999999999,January,Wednesday,14
799-71-1548,A,Nueva York,Member,Male,Electronic accessories,310.88,326.424,2019-01-07,16:11:00,Credit card,8.8,15.543999999999983,January,Monday,16
785-13-7708,B,Chicago,Normal,Male,Food and beverages,511.42,536.991,2019-01-14,19:06:00,Credit card,4.2,25.57099999999997,January,Monday,19
845-51-0542,B,Chicago,Member,Male,Food and beverages,418.95,439.8975,2019-02-02,15:34:00,Ewallet,6.4,20.94749999999999,February,Saturday,15
662-47-5456,C,Houston,Member,Male,Fashion accessories,351.9,369.495,2019-03-17,19:06:00,Credit card,8.4,17.595000000000027,March,Sunday,19
883-17-4236,C,Houston,Normal,Female,Sports and travel,28.78,30.219,2019-03-02,19:44:00,Credit card,7.2,1.439,March,Saturday,19
290-68-2984,A,Nueva York,Normal,Male,Home and lifestyle,95.0,99.75,2019-03-16,11:22:00,Cash,5.2,4.75,March,Saturday,11
704-11-6354,A,Nueva York,Member,Male,Home and lifestyle,471.2,494.76,2019-01-06,11:23:00,Cash,8.9,23.560000000000002,January,Sunday,11
110-48-7033,B,Chicago,Member,Male,Fashion accessories,130.48,137.004,2019-01-29,14:12:00,Cash,9.0,6.524000000000001,January,Tuesday,14
366-93-0948,A,Nueva York,Member,Male,Electronic accessories,66.35,69.6675,2019-01-31,10:46:00,Credit card,9.7,3.3175000000000097,January,Thursday,10
729-09-9681,A,Nueva York,Member,Male,Home and lifestyle,155.46,163.233,2019-02-05,10:16:00,Ewallet,8.7,7.772999999999996,February,Tuesday,10
151-16-1484,A,Nueva York,Member,Male,Electronic accessories,129.0,135.45,2019-02-13,12:38:00,Ewallet,6.5,6.449999999999989,February,Wednesday,12
380-94-4661,C,Houston,Member,Male,Electronic accessories,263.76,276.948,2019-02-07,13:05:00,Credit card,6.9,13.187999999999988,February,Thursday,13
850-41-9669,A,Nueva York,Normal,Female,Electronic accessories,675.54,709.317,2019-03-19,13:25:00,Ewallet,6.2,33.777000000000044,March,Tuesday,13
821-07-3596,C,Houston,Normal,Female,Fashion accessories,65.8,69.09,2019-03-07,14:53:00,Ewallet,5.6,3.2900000000000063,March,Thursday,14
655-85-5130,B,Chicago,Member,Female,Fashion accessories,153.2,160.86,2019-03-13,19:22:00,Cash,5.7,7.660000000000025,March,Wednesday,19
447-15-7839,A,Nueva York,Member,Female,Sports and travel,222.4,233.52,2019-02-09,11:00:00,Cash,4.2,11.120000000000005,February,Saturday,11
154-74-7179,B,Chicago,Normal,Male,Sports and travel,54.45,57.1725,2019-02-26,19:24:00,Ewallet,7.9,2.7224999999999966,February,Tuesday,19
253-12-6086,A,Nueva York,Member,Female,Sports and travel,688.8,723.24,2019-03-12,12:43:00,Credit card,8.7,34.440000000000055,March,Tuesday,12
808-65-0703,C,Houston,Normal,Male,Home and lifestyle,141.88,148.974,2019-03-14,17:22:00,Credit card,6.9,7.093999999999994,March,Thursday,17
571-94-0759,B,Chicago,Member,Female,Food and beverages,746.0,783.3,2019-01-08,20:55:00,Cash,9.5,37.299999999999955,January,Tuesday,20
144-51-6085,A,Nueva York,Member,Male,Home and lifestyle,282.96,297.108,2019-01-05,16:05:00,Credit card,4.4,14.148000000000025,January,Saturday,16
731-14-2199,A,Nueva York,Member,Female,Home and lifestyle,355.4,373.17,2019-01-04,13:34:00,Ewallet,7.0,17.77000000000004,January,Friday,13
783-09-1637,B,Chicago,Normal,Female,Sports and travel,337.15,354.0075,2019-03-06,18:13:00,Ewallet,6.3,16.857500000000016,March,Wednesday,18
687-15-1097,C,Houston,Member,Female,Health and beauty,42.24,44.352,2019-01-03,19:17:00,Cash,9.7,2.1119999999999948,January,Thursday,19
126-54-1082,A,Nueva York,Member,Female,Home and lifestyle,193.86,203.553,2019-01-07,11:44:00,Credit card,8.8,9.692999999999984,January,Monday,11
633-91-1052,A,Nueva York,Normal,Female,Home and lifestyle,24.06,25.263,2019-01-27,15:51:00,Cash,5.1,1.203000000000003,January,Sunday,15
477-24-6490,B,Chicago,Normal,Female,Health and beauty,598.26,628.173,2019-02-26,16:52:00,Ewallet,7.9,29.91300000000001,February,Tuesday,16
566-19-5475,B,Chicago,Normal,Male,Fashion accessories,335.79,352.5795,2019-01-07,20:52:00,Cash,6.2,16.789499999999975,January,Monday,20
526-86-8552,C,Houston,Member,Female,Home and lifestyle,218.2,229.11,2019-01-07,17:36:00,Cash,7.1,10.910000000000025,January,Monday,17
376-56-3573,C,Houston,Normal,Female,Fashion accessories,381.68,400.764,2019-02-02,13:23:00,Ewallet,6.4,19.084000000000003,February,Saturday,13
537-72-0426,C,Houston,Member,Male,Fashion accessories,709.9,745.395,2019-03-20,16:28:00,Cash,5.7,35.495000000000005,March,Wednesday,16
828-61-5674,A,Nueva York,Member,Male,Sports and travel,440.2,462.21,2019-03-20,19:57:00,Credit card,9.6,22.00999999999999,March,Wednesday,19
136-08-6195,A,Nueva York,Normal,Female,Home and lifestyle,559.68,587.664,2019-02-15,17:01:00,Credit card,6.4,27.984000000000037,February,Friday,17
523-38-0215,C,Houston,Normal,Male,Home and lifestyle,37.0,38.85,2019-03-06,13:29:00,Credit card,7.9,1.8500000000000014,March,Wednesday,13
490-29-1201,A,Nueva York,Normal,Female,Sports and travel,15.34,16.107,2019-01-06,11:09:00,Cash,6.5,0.7669999999999995,January,Sunday,11
667-92-0055,A,Nueva York,Member,Male,Health and beauty,598.98,628.929,2019-03-04,15:02:00,Ewallet,8.5,29.948999999999955,March,Monday,15
565-17-3836,A,Nueva York,Member,Female,Health and beauty,190.68,200.214,2019-03-12,14:21:00,Cash,9.1,9.533999999999992,March,Tuesday,14
498-41-1961,B,Chicago,Normal,Male,Health and beauty,333.4,350.07,2019-02-20,18:01:00,Cash,7.6,16.670000000000016,February,Wednesday,18
593-95-4461,C,Houston,Member,Male,Home and lifestyle,74.86,78.603,2019-03-24,14:49:00,Cash,6.9,3.742999999999995,March,Sunday,14
226-71-3580,C,Houston,Normal,Female,Sports and travel,213.75,224.4375,2019-01-31,12:02:00,Cash,9.5,10.6875,January,Thursday,12
283-79-9594,B,Chicago,Normal,Female,Food and beverages,339.57,356.5485,2019-01-25,13:30:00,Credit card,5.2,16.978499999999997,January,Friday,13
430-60-3493,A,Nueva York,Member,Female,Home and lifestyle,664.16,697.368,2019-02-03,14:38:00,Cash,4.2,33.208000000000084,February,Sunday,14
139-20-0155,B,Chicago,Member,Male,Electronic accessories,403.0,423.15,2019-01-24,17:37:00,Credit card,7.0,20.149999999999977,January,Thursday,17
558-80-4082,C,Houston,Normal,Male,Electronic accessories,194.95,204.6975,2019-03-14,17:20:00,Ewallet,6.0,9.747500000000002,March,Thursday,17
278-97-7759,A,Nueva York,Member,Female,Electronic accessories,62.48,65.604,2019-02-18,20:29:00,Cash,4.7,3.1240000000000023,February,Monday,20
316-68-6352,A,Nueva York,Member,Female,Food and beverages,72.72,76.356,2019-01-21,10:00:00,Cash,7.1,3.6359999999999957,January,Monday,10
585-03-5943,B,Chicago,Normal,Male,Health and beauty,181.1,190.155,2019-03-13,11:46:00,Ewallet,5.9,9.055000000000007,March,Wednesday,11
211-05-0490,C,Houston,Member,Female,Electronic accessories,259.6,272.58,2019-03-03,13:42:00,Cash,7.5,12.979999999999961,March,Sunday,13
727-75-6477,C,Houston,Normal,Male,Electronic accessories,115.36,121.128,2019-03-29,14:44:00,Cash,6.4,5.768000000000001,March,Friday,14
744-02-5987,A,Nueva York,Member,Male,Home and lifestyle,470.28,493.794,2019-01-10,14:16:00,Ewallet,5.8,23.51400000000001,January,Thursday,14
307-83-9164,A,Nueva York,Member,Male,Home and lifestyle,240.04,252.042,2019-01-25,15:54:00,Cash,4.5,12.00200000000001,January,Friday,15
779-06-0012,C,Houston,Member,Female,Home and lifestyle,88.61,93.0405,2019-01-19,10:21:00,Cash,7.7,4.430499999999995,January,Saturday,10
446-47-6729,C,Houston,Normal,Male,Fashion accessories,199.64,209.622,2019-01-02,18:09:00,Credit card,6.7,9.982000000000028,January,Wednesday,18
573-10-3877,B,Chicago,Member,Male,Health and beauty,39.01,40.9605,2019-03-12,16:46:00,Credit card,4.7,1.9505000000000052,March,Tuesday,16
735-06-4124,C,Houston,Normal,Male,Food and beverages,48.61,51.0405,2019-02-25,15:31:00,Cash,4.4,2.430500000000002,February,Monday,15
439-54-7422,A,Nueva York,Normal,Female,Electronic accessories,204.76,214.998,2019-03-18,17:15:00,Credit card,4.7,10.238,March,Monday,17
396-90-2219,B,Chicago,Normal,Female,Electronic accessories,119.68,125.664,2019-02-23,12:29:00,Cash,8.6,5.983999999999995,February,Saturday,12
411-77-0180,A,Nueva York,Member,Male,Electronic accessories,505.4,530.67,2019-03-26,20:14:00,Ewallet,4.3,25.269999999999982,March,Tuesday,20
286-01-5402,A,Nueva York,Normal,Female,Sports and travel,281.61,295.6905,2019-03-30,13:22:00,Cash,9.6,14.080499999999972,March,Saturday,13
803-17-8013,A,Nueva York,Member,Female,Home and lifestyle,710.32,745.836,2019-02-17,17:09:00,Cash,4.1,35.51599999999996,February,Sunday,17
512-98-1403,A,Nueva York,Member,Female,Electronic accessories,79.44,83.412,2019-03-21,10:40:00,Ewallet,4.7,3.9720000000000084,March,Thursday,10
848-42-2560,A,Nueva York,Normal,Female,Fashion accessories,163.82,172.011,2019-03-05,17:43:00,Cash,7.8,8.191000000000003,March,Tuesday,17
532-59-7201,B,Chicago,Member,Male,Sports and travel,479.58,503.559,2019-01-31,14:04:00,Cash,5.5,23.979000000000042,January,Thursday,14
181-94-6432,C,Houston,Member,Male,Fashion accessories,138.66,145.593,2019-02-05,19:05:00,Ewallet,9.7,6.932999999999993,February,Tuesday,19
870-76-1733,A,Nueva York,Member,Female,Food and beverages,71.15,74.7075,2019-02-01,10:08:00,Credit card,4.4,3.5574999999999903,February,Friday,10
423-64-4619,A,Nueva York,Member,Female,Health and beauty,139.95,146.9475,2019-03-07,13:12:00,Cash,5.0,6.997500000000002,March,Thursday,13
227-07-4446,C,Houston,Member,Female,Electronic accessories,781.3,820.365,2019-02-10,20:51:00,Cash,4.4,39.065000000000055,February,Sunday,20
174-36-3675,C,Houston,Member,Male,Food and beverages,198.74,208.677,2019-02-14,17:29:00,Cash,5.2,9.936999999999983,February,Thursday,17
428-83-5800,C,Houston,Member,Female,Food and beverages,63.24,66.402,2019-02-09,10:25:00,Cash,7.3,3.161999999999999,February,Saturday,10
603-07-0961,C,Houston,Member,Male,Electronic accessories,373.95,392.6475,2019-01-10,11:34:00,Cash,4.9,18.69749999999999,January,Thursday,11
704-20-4138,C,Houston,Member,Female,Health and beauty,207.69,218.0745,2019-03-11,18:58:00,Credit card,8.1,10.384500000000003,March,Monday,18
787-15-1757,C,Houston,Member,Male,Health and beauty,176.28,185.094,2019-02-18,16:28:00,Ewallet,8.4,8.813999999999993,February,Monday,16
649-11-3678,C,Houston,Normal,Female,Food and beverages,206.37,216.6885,2019-02-26,20:26:00,Cash,5.5,10.3185,February,Tuesday,20
622-20-1945,C,Houston,Normal,Female,Health and beauty,39.42,41.391,2019-01-18,15:08:00,Cash,8.4,1.9709999999999965,January,Friday,15
372-94-8041,A,Nueva York,Normal,Male,Health and beauty,91.56,96.138,2019-02-15,18:03:00,Ewallet,9.8,4.578000000000003,February,Friday,18
563-91-7120,A,Nueva York,Normal,Female,Fashion accessories,308.85,324.2925,2019-03-08,13:21:00,Cash,6.7,15.442499999999995,March,Friday,13
746-54-5508,A,Nueva York,Normal,Male,Home and lifestyle,129.12,135.576,2019-01-17,12:48:00,Credit card,9.4,6.455999999999989,January,Thursday,12
276-54-0879,B,Chicago,Normal,Male,Sports and travel,390.96,410.508,2019-03-12,19:53:00,Ewallet,6.4,19.548000000000002,March,Tuesday,19
815-11-1168,A,Nueva York,Member,Male,Food and beverages,498.9,523.845,2019-03-09,19:09:00,Cash,5.4,24.94500000000005,March,Saturday,19
719-76-3868,C,Houston,Member,Male,Food and beverages,377.04,395.892,2019-03-12,16:30:00,Cash,8.6,18.851999999999975,March,Tuesday,16
730-61-8757,B,Chicago,Member,Male,Health and beauty,204.52,214.746,2019-01-25,10:11:00,Credit card,4.0,10.225999999999999,January,Friday,10
340-66-0321,A,Nueva York,Member,Male,Electronic accessories,145.44,152.712,2019-03-25,13:07:00,Cash,7.6,7.271999999999991,March,Monday,13
868-81-1752,B,Chicago,Normal,Male,Home and lifestyle,198.18,208.089,2019-02-07,18:48:00,Cash,6.8,9.908999999999992,February,Thursday,18
634-97-8956,A,Nueva York,Normal,Male,Food and beverages,98.7,103.635,2019-02-17,17:27:00,Credit card,9.1,4.935000000000002,February,Sunday,17
566-71-1091,A,Nueva York,Normal,Male,Fashion accessories,385.1,404.355,2019-02-03,15:59:00,Cash,5.5,19.254999999999995,February,Sunday,15
442-48-3607,A,Nueva York,Member,Male,Food and beverages,46.96,49.308,2019-03-14,11:21:00,Credit card,7.9,2.347999999999999,March,Thursday,11
835-16-0096,C,Houston,Member,Male,Sports and travel,73.5,77.175,2019-03-24,13:48:00,Ewallet,8.5,3.674999999999997,March,Sunday,13
527-09-6272,A,Nueva York,Member,Female,Electronic accessories,142.25,149.3625,2019-03-21,10:17:00,Credit card,9.1,7.112500000000011,March,Thursday,10
898-04-2717,A,Nueva York,Normal,Male,Fashion accessories,687.6,721.98,2019-03-19,15:49:00,Ewallet,7.5,34.379999999999995,March,Tuesday,15
692-27-8933,B,Chicago,Normal,Female,Sports and travel,347.7,365.085,2019-02-24,13:02:00,Cash,5.2,17.38499999999999,February,Sunday,13
633-09-3463,C,Houston,Normal,Female,Electronic accessories,142.95,150.0975,2019-03-28,12:58:00,Credit card,9.5,7.147500000000008,March,Thursday,12
374-17-3652,B,Chicago,Member,Female,Food and beverages,385.38,404.649,2019-02-05,15:26:00,Credit card,8.9,19.269000000000005,February,Tuesday,15
378-07-7001,B,Chicago,Member,Male,Electronic accessories,144.27,151.4835,2019-02-10,18:23:00,Credit card,7.8,7.213499999999982,February,Sunday,18
433-75-6987,B,Chicago,Member,Female,Health and beauty,391.79,411.3795,2019-03-05,19:06:00,Ewallet,8.9,19.589499999999987,March,Tuesday,19
873-95-4984,B,Chicago,Member,Female,Health and beauty,538.3,565.215,2019-02-15,20:21:00,Cash,7.7,26.915000000000077,February,Friday,20
416-13-5917,C,Houston,Normal,Female,Food and beverages,485.15,509.4075,2019-01-30,16:24:00,Ewallet,9.3,24.25750000000005,January,Wednesday,16
150-89-8043,A,Nueva York,Normal,Male,Sports and travel,133.95,140.6475,2019-02-14,15:04:00,Cash,6.2,6.697500000000019,February,Thursday,15
135-84-8019,A,Nueva York,Normal,Female,Fashion accessories,701.37,736.4385,2019-02-27,16:10:00,Ewallet,7.6,35.06849999999997,February,Wednesday,16
441-94-7118,A,Nueva York,Member,Male,Electronic accessories,71.95,75.5475,2019-02-04,12:14:00,Cash,7.3,3.5974999999999966,February,Monday,12
725-96-3778,C,Houston,Member,Female,Home and lifestyle,714.0,749.7,2019-01-20,10:13:00,Cash,4.7,35.700000000000045,January,Sunday,10
531-80-1784,A,Nueva York,Normal,Male,Electronic accessories,182.14,191.247,2019-03-28,17:38:00,Cash,5.1,9.107000000000028,March,Thursday,17
400-45-1220,B,Chicago,Normal,Female,Health and beauty,135.0,141.75,2019-02-27,11:06:00,Credit card,4.8,6.75,February,Wednesday,11
860-79-0874,C,Houston,Member,Female,Fashion accessories,993.0,1042.65,2019-02-15,14:53:00,Credit card,6.6,49.65000000000009,February,Friday,14
834-61-8124,A,Nueva York,Normal,Male,Electronic accessories,361.83,379.9215,2019-01-26,18:22:00,Cash,5.5,18.091499999999996,January,Saturday,18
115-99-4379,B,Chicago,Member,Female,Fashion accessories,383.11,402.2655,2019-03-14,19:02:00,Credit card,8.5,19.15549999999996,March,Thursday,19
565-67-6697,B,Chicago,Member,Male,Home and lifestyle,243.0,255.15,2019-03-02,14:16:00,Cash,4.8,12.150000000000006,March,Saturday,14
320-49-6392,C,Houston,Normal,Female,Electronic accessories,30.24,31.752,2019-03-04,15:44:00,Cash,8.4,1.5120000000000005,March,Monday,15
889-04-9723,B,Chicago,Member,Female,Food and beverages,356.56,374.388,2019-01-07,12:20:00,Credit card,7.8,17.827999999999975,January,Monday,12
632-90-0281,C,Houston,Normal,Female,Fashion accessories,375.5,394.275,2019-03-08,20:01:00,Credit card,9.3,18.774999999999977,March,Friday,20
554-42-2417,C,Houston,Normal,Female,Sports and travel,954.4,1002.12,2019-01-09,13:45:00,Cash,5.2,47.72000000000003,January,Wednesday,13
453-63-6187,B,Chicago,Normal,Male,Electronic accessories,82.5,86.625,2019-03-01,15:40:00,Ewallet,6.5,4.125,March,Friday,15
578-80-7669,B,Chicago,Normal,Male,Sports and travel,74.97,78.7185,2019-03-16,16:58:00,Cash,5.6,3.748500000000007,March,Saturday,16
612-36-5536,A,Nueva York,Member,Male,Food and beverages,647.68,680.064,2019-02-17,11:12:00,Credit card,7.4,32.384000000000015,February,Sunday,11
605-72-4132,C,Houston,Normal,Female,Food and beverages,755.76,793.548,2019-02-27,15:12:00,Cash,9.1,37.78800000000001,February,Wednesday,15
471-41-2823,C,Houston,Normal,Male,Food and beverages,199.58,209.559,2019-03-07,20:37:00,Ewallet,8.0,9.978999999999985,March,Thursday,20
462-67-9126,A,Nueva York,Normal,Male,Home and lifestyle,439.32,461.286,2019-01-21,17:44:00,Cash,7.2,21.966000000000008,January,Monday,17
272-27-9238,C,Houston,Normal,Female,Food and beverages,164.96,173.208,2019-02-19,16:23:00,Cash,7.1,8.24799999999999,February,Tuesday,16
834-25-9262,C,Houston,Normal,Female,Fashion accessories,326.72,343.056,2019-01-06,12:12:00,Cash,9.1,16.335999999999956,January,Sunday,12
122-61-9553,C,Houston,Normal,Female,Electronic accessories,461.88,484.974,2019-03-14,19:33:00,Cash,5.6,23.093999999999994,March,Thursday,19
468-88-0009,A,Nueva York,Member,Male,Home and lifestyle,263.76,276.948,2019-03-24,10:29:00,Cash,6.0,13.187999999999988,March,Sunday,10
613-59-9758,C,Houston,Normal,Female,Sports and travel,143.6,150.78,2019-01-27,14:28:00,Cash,5.4,7.180000000000007,January,Sunday,14
